"location","date","total_cases","total_deaths","total_cases_per_million","total_deaths_per_million"
"Argentina","2020-11-05","1205915.0","32520.0","26682.028","719.536"
"Argentina","2020-11-04","1195263.0","32052.0","26446.343","709.181"
"Argentina","2020-11-03","1183118.0","31623.0","26177.623","699.689"
"Argentina","2020-11-02","1173520.0","31140.0","25965.258","689.002"
"Argentina","2020-11-01","1166911.0","31002.0","25819.027","685.949"
"Argentina","2020-10-31","1157166.0","30792.0","25603.41","681.303"
"Argentina","2020-10-30","1143211.0","30442.0","25294.642","673.559"
"Argentina","2020-10-29","1130520.0","30071.0","25013.841","665.35"
"Argentina","2020-10-28","1116596.0","29730.0","24705.76","657.805"
"Argentina","2020-10-27","1102288.0","29301.0","24389.181","648.313"
"Argentina","2020-10-26","1090576.0","28896.0","24130.042","639.352"
"Argentina","2020-10-25","1081323.0","28613.0","23925.311","633.09"
"Argentina","2020-10-24","1069355.0","28338.0","23660.507","627.005"
"Argentina","2020-10-23","1053637.0","27957.0","23312.731","618.575"
"Argentina","2020-10-22","1037312.0","27519.0","22951.525","608.884"
"Argentina","2020-10-21","1018986.0","27100.0","22546.045","599.614"
"Argentina","2020-10-20","1002649.0","26716.0","22184.573","591.117"
"Argentina","2020-10-19","989667.0","26267.0","21897.333","581.183"
"Argentina","2020-10-18","979106.0","26107.0","21663.661","577.642"
"Argentina","2020-10-17","965596.0","25723.0","21364.739","569.146"
"Argentina","2020-10-16","949050.0","25342.0","20998.643","560.716"
"Argentina","2020-10-15","931954.0","24921.0","20620.378","551.401"
"Argentina","2020-10-14","917022.0","24572.0","20289.993","543.679"
"Argentina","2020-10-13","903717.0","24186.0","19995.607","535.138"
"Argentina","2020-10-12","894193.0","23868.0","19784.879","528.102"
"Argentina","2020-10-11","883883.0","23581.0","19556.761","521.752"
"Argentina","2020-10-10","871455.0","23225.0","19281.779","513.875"
"Argentina","2020-10-09","856356.0","22710.0","18947.699","502.481"
"Argentina","2020-10-08","840902.0","22226.0","18605.765","491.772"
"Argentina","2020-10-07","824455.0","21827.0","18241.859","482.943"
"Argentina","2020-10-06","809715.0","21468.0","17915.723","475.0"
"Argentina","2020-10-05","798473.0","21018.0","17666.982","465.043"
"Argentina","2020-10-04","790805.0","20795.0","17497.321","460.109"
"Argentina","2020-10-03","779676.0","20599.0","17251.081","455.773"
"Argentina","2020-10-02","764989.0","20288.0","16926.117","448.891"
"Argentina","2020-10-01","750988.0","16937.0","16616.331","374.747"
"Argentina","2020-09-30","736596.0","16519.0","16297.894","365.499"
"Argentina","2020-09-29","723119.0","16113.0","15999.703","356.516"
"Argentina","2020-09-28","711312.0","15749.0","15738.462","348.462"
"Argentina","2020-09-27","702471.0","15543.0","15542.846","343.904"
"Argentina","2020-09-26","691222.0","15208.0","15293.951","336.492"
"Argentina","2020-09-25","678266.0","14766.0","15007.287","326.712"
"Argentina","2020-09-24","664799.0","14376.0","14709.317","318.083"
"Argentina","2020-09-23","652161.0","13952.0","14429.689","308.701"
"Argentina","2020-09-22","640134.0","13482.0","14163.58","298.302"
"Argentina","2020-09-21","622921.0","12909.0","13782.726","285.624"
"Argentina","2020-09-20","613645.0","12705.0","13577.485","281.11"
"Argentina","2020-09-19","601700.0","12491.0","13313.191","276.375"
"Argentina","2020-09-18","588999.0","12229.0","13032.169","270.578"
"Argentina","2020-09-17","577325.0","11910.0","12773.87","263.52"
"Argentina","2020-09-16","565432.0","11710.0","12510.726","259.095"
"Argentina","2020-09-15","555524.0","11412.0","12291.502","252.501"
"Argentina","2020-09-14","546468.0","11307.0","12091.13","250.178"
"Argentina","2020-09-13","535690.0","11206.0","11852.656","247.944"
"Argentina","2020-09-12","524185.0","10994.0","11598.097","243.253"
"Argentina","2020-09-11","512280.0","10713.0","11334.687","237.035"
"Argentina","2020-09-10","500021.0","10457.0","11063.445","231.371"
"Argentina","2020-09-09","487994.0","10179.0","10797.336","225.22"
"Argentina","2020-09-08","478779.0","9912.0","10593.445","219.313"
"Argentina","2020-09-07","471793.0","9807.0","10438.874","216.989"
"Argentina","2020-09-06","461869.0","9685.0","10219.295","214.29"
"Argentina","2020-09-05","451185.0","9468.0","9982.902","209.489"
"Argentina","2020-09-04","439159.0","9155.0","9716.815","202.563"
"Argentina","2020-09-03","428226.0","8971.0","9474.912","198.492"
"Argentina","2020-09-02","417722.0","8730.0","9242.501","193.16"
"Argentina","2020-09-01","408413.0","8498.0","9036.53","188.026"
"Argentina","2020-08-31","401226.0","8401.0","8877.511","185.88"
"Argentina","2020-08-30","392009.0","8305.0","8673.576","183.756"
"Argentina","2020-08-29","380279.0","8129.0","8414.038","179.862"
"Argentina","2020-08-28","370175.0","7944.0","8190.478","175.769"
"Argentina","2020-08-27","359625.0","7661.0","7957.049","169.507"
"Argentina","2020-08-26","350854.0","7402.0","7762.982","163.776"
"Argentina","2020-08-25","342141.0","7079.0","7570.198","156.63"
"Argentina","2020-08-24","336789.0","6848.0","7451.78","151.519"
"Argentina","2020-08-23","329030.0","6795.0","7280.105","150.346"
"Argentina","2020-08-22","320871.0","6567.0","7099.579","145.301"
"Argentina","2020-08-21","312646.0","6406.0","6917.593","141.739"
"Argentina","2020-08-20","305953.0","6114.0","6769.504","135.278"
"Argentina","2020-08-19","299113.0","5877.0","6618.163","130.034"
"Argentina","2020-08-18","294556.0","5750.0","6517.335","127.224"
"Argentina","2020-08-17","289087.0","5657.0","6396.328","125.167"
"Argentina","2020-08-16","282424.0","5565.0","6248.902","123.131"
"Argentina","2020-08-15","276059.0","5428.0","6108.071","120.1"
"Argentina","2020-08-14","268561.0","5246.0","5942.17","116.073"
"Argentina","2020-08-13","260898.0","5088.0","5772.619","112.577"
"Argentina","2020-08-12","253855.0","4785.0","5616.786","105.873"
"Argentina","2020-08-11","246486.0","4634.0","5453.74","102.532"
"Argentina","2020-08-10","241798.0","4556.0","5350.013","100.806"
"Argentina","2020-08-09","235664.0","4450.0","5214.292","98.461"
"Argentina","2020-08-08","228182.0","4291.0","5048.746","94.942"
"Argentina","2020-08-07","220669.0","4135.0","4882.514","91.491"
"Argentina","2020-08-06","213522.0","4009.0","4724.379","88.703"
"Argentina","2020-08-05","206730.0","3863.0","4574.1","85.473"
"Argentina","2020-08-04","201906.0","3667.0","4467.364","81.136"
"Argentina","2020-08-03","196530.0","3612.0","4348.415","79.919"
"Argentina","2020-08-02","191289.0","3558.0","4232.453","78.724"
"Argentina","2020-08-01","185360.0","3466.0","4101.268","76.689"
"Argentina","2020-07-31","178983.0","3311.0","3960.171","73.259"
"Argentina","2020-07-30","173342.0","3200.0","3835.358","70.803"
"Argentina","2020-07-29","167403.0","3082.0","3703.952","68.192"
"Argentina","2020-07-28","162513.0","2956.0","3595.756","65.404"
"Argentina","2020-07-27","162513.0","2939.0","3595.756","65.028"
"Argentina","2020-07-26","153507.0","2847.0","3396.49","62.993"
"Argentina","2020-07-25","148014.0","2722.0","3274.952","60.227"
"Argentina","2020-07-24","141887.0","2617.0","3139.386","57.904"
"Argentina","2020-07-23","136105.0","2506.0","3011.454","55.448"
"Argentina","2020-07-22","130761.0","2373.0","2893.213","52.505"
"Argentina","2020-07-21","126742.0","2373.0","2804.289","52.505"
"Argentina","2020-07-20","122511.0","2246.0","2710.674","49.695"
"Argentina","2020-07-19","119288.0","2204.0","2639.362","48.766"
"Argentina","2020-07-18","114770.0","2133.0","2539.397","47.195"
"Argentina","2020-07-17","111147.0","2112.0","2459.234","46.73"
"Argentina","2020-07-16","106897.0","2050.0","2365.199","45.358"
"Argentina","2020-07-15","103252.0","1926.0","2284.55","42.615"
"Argentina","2020-07-14","100153.0","1903.0","2215.981","42.106"
"Argentina","2020-07-13","97496.0","1818.0","2157.193","40.225"
"Argentina","2020-07-12","94047.0","1810.0","2080.88","40.048"
"Argentina","2020-07-11","90680.0","1749.0","2006.382","38.698"
"Argentina","2020-07-10","87017.0","1707.0","1925.335","37.769"
"Argentina","2020-07-09","83413.0","1654.0","1845.593","36.596"
"Argentina","2020-07-08","80434.0","1602.0","1779.68","35.446"
"Argentina","2020-07-07","77802.0","1523.0","1721.444","33.698"
"Argentina","2020-07-06","75363.0","1490.0","1667.479","32.968"
"Argentina","2020-07-05","72773.0","1453.0","1610.173","32.149"
"Argentina","2020-07-04","72773.0","1437.0","1610.173","31.795"
"Argentina","2020-07-03","69928.0","1385.0","1547.224","30.644"
"Argentina","2020-07-02","67184.0","1351.0","1486.511","29.892"
"Argentina","2020-07-01","64517.0","1307.0","1427.501","28.919"
"Argentina","2020-06-30","62255.0","1280.0","1377.452","28.321"
"Argentina","2020-06-29","57731.0","1217.0","1277.354","26.927"
"Argentina","2020-06-28","57731.0","1207.0","1277.354","26.706"
"Argentina","2020-06-27","52444.0","1167.0","1160.374","25.821"
"Argentina","2020-06-26","52444.0","1124.0","1160.374","24.87"
"Argentina","2020-06-25","49838.0","1085.0","1102.714","24.007"
"Argentina","2020-06-24","44918.0","1049.0","993.854","23.21"
"Argentina","2020-06-23","44918.0","1043.0","993.854","23.077"
"Argentina","2020-06-22","42772.0","1011.0","946.372","22.369"
"Argentina","2020-06-21","41191.0","992.0","911.39","21.949"
"Argentina","2020-06-20","39557.0","979.0","875.237","21.661"
"Argentina","2020-06-19","35539.0","929.0","786.335","20.555"
"Argentina","2020-06-18","35539.0","913.0","786.335","20.201"
"Argentina","2020-06-17","34146.0","878.0","755.513","19.427"
"Argentina","2020-06-16","32772.0","854.0","725.112","18.896"
"Argentina","2020-06-15","31564.0","833.0","698.384","18.431"
"Argentina","2020-06-14","30282.0","815.0","670.018","18.033"
"Argentina","2020-06-13","28751.0","785.0","636.144","17.369"
"Argentina","2020-06-12","27360.0","765.0","605.366","16.926"
"Argentina","2020-06-11","25987.0","735.0","574.987","16.263"
"Argentina","2020-06-10","24748.0","717.0","547.573","15.864"
"Argentina","2020-06-09","23607.0","693.0","522.328","15.333"
"Argentina","2020-06-08","22781.0","664.0","504.052","14.692"
"Argentina","2020-06-07","22007.0","648.0","486.926","14.338"
"Argentina","2020-06-06","21024.0","632.0","465.176","13.984"
"Argentina","2020-06-05","19255.0","588.0","426.035","13.01"
"Argentina","2020-06-04","19255.0","583.0","426.035","12.899"
"Argentina","2020-06-03","18306.0","569.0","405.038","12.59"
"Argentina","2020-06-02","17402.0","556.0","385.036","12.302"
"Argentina","2020-06-01","16838.0","539.0","372.557","11.926"
"Argentina","2020-05-31","16201.0","528.0","358.463","11.683"
"Argentina","2020-05-30","15406.0","520.0","340.873","11.505"
"Argentina","2020-05-29","14689.0","508.0","325.008","11.24"
"Argentina","2020-05-28","13920.0","500.0","307.993","11.063"
"Argentina","2020-05-27","13215.0","484.0","292.395","10.709"
"Argentina","2020-05-26","12615.0","467.0","279.119","10.333"
"Argentina","2020-05-25","12063.0","452.0","266.905","10.001"
"Argentina","2020-05-24","11340.0","445.0","250.908","9.846"
"Argentina","2020-05-23","10636.0","433.0","235.332","9.581"
"Argentina","2020-05-22","9918.0","416.0","219.445","9.204"
"Argentina","2020-05-21","9270.0","403.0","205.108","8.917"
"Argentina","2020-05-20","8796.0","393.0","194.62","8.696"
"Argentina","2020-05-19","8358.0","382.0","184.929","8.452"
"Argentina","2020-05-18","7792.0","366.0","172.405","8.098"
"Argentina","2020-05-17","7792.0","363.0","172.405","8.032"
"Argentina","2020-05-16","7466.0","356.0","165.192","7.877"
"Argentina","2020-05-15","7121.0","353.0","157.559","7.81"
"Argentina","2020-05-14","6866.0","329.0","151.917","7.279"
"Argentina","2020-05-13","6550.0","319.0","144.925","7.058"
"Argentina","2020-05-12","6021.0","305.0","133.22","6.748"
"Argentina","2020-05-11","5776.0","300.0","127.8","6.638"
"Argentina","2020-05-10","5763.0","300.0","127.512","6.638"
"Argentina","2020-05-09","5598.0","293.0","123.861","6.483"
"Argentina","2020-05-08","5358.0","282.0","118.551","6.24"
"Argentina","2020-05-07","5195.0","273.0","114.944","6.04"
"Argentina","2020-05-06","5007.0","264.0","110.785","5.841"
"Argentina","2020-05-05","4874.0","260.0","107.842","5.753"
"Argentina","2020-05-04","4770.0","246.0","105.541","5.443"
"Argentina","2020-05-03","4668.0","237.0","103.284","5.244"
"Argentina","2020-05-02","4519.0","225.0","99.987","4.978"
"Argentina","2020-05-01","4415.0","218.0","97.686","4.823"
"Argentina","2020-04-30","4272.0","214.0","94.522","4.735"
"Argentina","2020-04-29","4114.0","207.0","91.026","4.58"
"Argentina","2020-04-28","3990.0","197.0","88.283","4.359"
"Argentina","2020-04-27","3767.0","186.0","83.348","4.115"
"Argentina","2020-04-26","3767.0","185.0","83.348","4.093"
"Argentina","2020-04-25","3423.0","167.0","75.737","3.695"
"Argentina","2020-04-24","3423.0","165.0","75.737","3.651"
"Argentina","2020-04-23","3276.0","159.0","72.485","3.518"
"Argentina","2020-04-22","3132.0","151.0","69.299","3.341"
"Argentina","2020-04-21","3020.0","142.0","66.82","3.142"
"Argentina","2020-04-20","2930.0","134.0","64.829","2.965"
"Argentina","2020-04-19","2828.0","132.0","62.572","2.921"
"Argentina","2020-04-18","2658.0","122.0","58.811","2.699"
"Argentina","2020-04-17","2560.0","115.0","56.642","2.544"
"Argentina","2020-04-16","2432.0","109.0","53.81","2.412"
"Argentina","2020-04-15","2432.0","105.0","53.81","2.323"
"Argentina","2020-04-14","2272.0","98.0","50.27","2.168"
"Argentina","2020-04-13","2203.0","95.0","48.743","2.102"
"Argentina","2020-04-12","2137.0","89.0","47.283","1.969"
"Argentina","2020-04-11","1975.0","82.0","43.699","1.814"
"Argentina","2020-04-10","1894.0","79.0","41.907","1.748"
"Argentina","2020-04-09","1795.0","65.0","39.716","1.438"
"Argentina","2020-04-08","1715.0","60.0","37.946","1.328"
"Argentina","2020-04-07","1628.0","53.0","36.021","1.173"
"Argentina","2020-04-06","1554.0","46.0","34.384","1.018"
"Argentina","2020-04-05","1451.0","43.0","32.105","0.951"
"Argentina","2020-04-04","1265.0","37.0","27.989","0.819"
"Argentina","2020-04-03","1133.0","34.0","25.069","0.752"
"Argentina","2020-04-02","1133.0","31.0","25.069","0.686"
"Argentina","2020-04-01","966.0","24.0","21.374","0.531"
"Argentina","2020-03-31","966.0","24.0","21.374","0.531"
"Argentina","2020-03-30","820.0","20.0","18.143","0.443"
"Argentina","2020-03-29","745.0","19.0","16.484","0.42"
"Argentina","2020-03-28","690.0","17.0","15.267","0.376"
"Argentina","2020-03-27","589.0","12.0","13.032","0.266"
"Argentina","2020-03-26","502.0","8.0","11.107","0.177"
"Argentina","2020-03-25","387.0","6.0","8.563","0.133"
"Argentina","2020-03-24","301.0","4.0","6.66","0.089"
"Argentina","2020-03-23","266.0","4.0","5.886","0.089"
"Argentina","2020-03-22","225.0","4.0","4.978","0.089"
"Argentina","2020-03-21","158.0","3.0","3.496","0.066"
"Argentina","2020-03-20","128.0","3.0","2.832","0.066"
"Argentina","2020-03-19","97.0","2.0","2.146","0.044"
"Argentina","2020-03-18","79.0","2.0","1.748","0.044"
"Argentina","2020-03-17","65.0","2.0","1.438","0.044"
"Argentina","2020-03-16","56.0","2.0","1.239","0.044"
"Argentina","2020-03-15","45.0","2.0","0.996","0.044"
"Argentina","2020-03-14","34.0","2.0","0.752","0.044"
"Argentina","2020-03-13","31.0","1.0","0.686","0.022"
"Argentina","2020-03-12",,,,
"Argentina","2020-03-11","19.0","1.0","0.42","0.022"
"Argentina","2020-03-10",,,,
"Argentina","2020-03-09","12.0","1.0","0.266","0.022"
"Argentina","2020-03-08","9.0","1.0","0.199","0.022"
"Argentina","2020-03-07","8.0",,"0.177",
"Argentina","2020-03-06","2.0",,"0.044",
"Argentina","2020-03-04","1.0",,"0.022",
"Bangladesh","2020-11-05","414164.0","6004.0","2514.819","36.457"
"Bangladesh","2020-11-04","412647.0","5983.0","2505.608","36.329"
"Bangladesh","2020-11-03","410988.0","5966.0","2495.534","36.226"
"Bangladesh","2020-11-02","409252.0","5941.0","2484.993","36.074"
"Bangladesh","2020-11-01","407684.0","5923.0","2475.472","35.965"
"Bangladesh","2020-10-31","406364.0","5905.0","2467.457","35.855"
"Bangladesh","2020-10-30","404760.0","5886.0","2457.718","35.74"
"Bangladesh","2020-10-29","403079.0","5861.0","2447.511","35.588"
"Bangladesh","2020-10-28","401586.0","5838.0","2438.445","35.449"
"Bangladesh","2020-10-27","400251.0","5818.0","2430.339","35.327"
"Bangladesh","2020-10-26","398815.0","5803.0","2421.619","35.236"
"Bangladesh","2020-10-25","397507.0","5780.0","2413.677","35.096"
"Bangladesh","2020-10-24","396413.0","5761.0","2407.034","34.981"
"Bangladesh","2020-10-23","394827.0","5747.0","2397.404","34.896"
"Bangladesh","2020-10-22","393131.0","5723.0","2387.106","34.75"
"Bangladesh","2020-10-21","391589.0","5699.0","2377.743","34.605"
"Bangladesh","2020-10-20","390206.0","5681.0","2369.345","34.495"
"Bangladesh","2020-10-19","388569.0","5660.0","2359.405","34.368"
"Bangladesh","2020-10-18","387295.0","5646.0","2351.67","34.283"
"Bangladesh","2020-10-17","386086.0","5623.0","2344.328","34.143"
"Bangladesh","2020-10-16","384559.0","5608.0","2335.056","34.052"
"Bangladesh","2020-10-15","382959.0","5593.0","2325.341","33.961"
"Bangladesh","2020-10-14","381275.0","5577.0","2315.116","33.864"
"Bangladesh","2020-10-13","379738.0","5555.0","2305.783","33.73"
"Bangladesh","2020-10-12","378266.0","5524.0","2296.845","33.542"
"Bangladesh","2020-10-11","377073.0","5500.0","2289.601","33.396"
"Bangladesh","2020-10-10","375870.0","5477.0","2282.296","33.257"
"Bangladesh","2020-10-09","374592.0","5460.0","2274.536","33.153"
"Bangladesh","2020-10-08","373151.0","5440.0","2265.787","33.032"
"Bangladesh","2020-10-07","371631.0","5405.0","2256.557","32.819"
"Bangladesh","2020-10-06","370132.0","5375.0","2247.455","32.637"
"Bangladesh","2020-10-05","368690.0","5348.0","2238.699","32.473"
"Bangladesh","2020-10-04","367565.0","5325.0","2231.868","32.334"
"Bangladesh","2020-10-03","366383.0","5305.0","2224.691","32.212"
"Bangladesh","2020-10-02","364987.0","5272.0","2216.215","32.012"
"Bangladesh","2020-10-01","363479.0","5251.0","2207.058","31.884"
"Bangladesh","2020-09-30","362043.0","5219.0","2198.338","31.69"
"Bangladesh","2020-09-29","360555.0","5193.0","2189.303","31.532"
"Bangladesh","2020-09-28","359148.0","5161.0","2180.76","31.338"
"Bangladesh","2020-09-27","357873.0","5129.0","2173.018","31.143"
"Bangladesh","2020-09-26","356767.0","5093.0","2166.302","30.925"
"Bangladesh","2020-09-25","355384.0","5072.0","2157.905","30.797"
"Bangladesh","2020-09-24","353844.0","5044.0","2148.554","30.627"
"Bangladesh","2020-09-23","352178.0","5007.0","2138.438","30.403"
"Bangladesh","2020-09-22","350621.0","4979.0","2128.984","30.233"
"Bangladesh","2020-09-21","348916.0","4939.0","2118.631","29.99"
"Bangladesh","2020-09-20","347372.0","4913.0","2109.256","29.832"
"Bangladesh","2020-09-19","345805.0","4881.0","2099.741","29.638"
"Bangladesh","2020-09-18","344264.0","4859.0","2090.384","29.504"
"Bangladesh","2020-09-17","342671.0","4823.0","2080.711","29.285"
"Bangladesh","2020-09-16","341056.0","4802.0","2070.905","29.158"
"Bangladesh","2020-09-15","339332.0","4759.0","2060.436","28.897"
"Bangladesh","2020-09-14","337520.0","4733.0","2049.434","28.739"
"Bangladesh","2020-09-13","336044.0","4702.0","2040.472","28.551"
"Bangladesh","2020-09-12","334762.0","4668.0","2032.687","28.344"
"Bangladesh","2020-09-11","332970.0","4634.0","2021.806","28.138"
"Bangladesh","2020-09-10","331078.0","4593.0","2010.318","27.889"
"Bangladesh","2020-09-09","329251.0","4552.0","1999.224","27.64"
"Bangladesh","2020-09-08","327359.0","4516.0","1987.736","27.421"
"Bangladesh","2020-09-07","325157.0","4449.0","1974.365","27.014"
"Bangladesh","2020-09-06","323565.0","4447.0","1964.699","27.002"
"Bangladesh","2020-09-05","321615.0","4412.0","1952.858","26.79"
"Bangladesh","2020-09-04","319686.0","4383.0","1941.145","26.614"
"Bangladesh","2020-09-03","317528.0","4351.0","1928.042","26.419"
"Bangladesh","2020-09-02","314946.0","4316.0","1912.364","26.207"
"Bangladesh","2020-09-01","312996.0","4281.0","1900.523","25.994"
"Bangladesh","2020-08-31","310822.0","4248.0","1887.323","25.794"
"Bangladesh","2020-08-30","308925.0","4206.0","1875.804","25.539"
"Bangladesh","2020-08-29","306794.0","4174.0","1862.864","25.345"
"Bangladesh","2020-08-28","304583.0","4127.0","1849.439","25.059"
"Bangladesh","2020-08-27","302147.0","4082.0","1834.648","24.786"
"Bangladesh","2020-08-26","299628.0","4028.0","1819.352","24.458"
"Bangladesh","2020-08-25","297083.0","3983.0","1803.899","24.185"
"Bangladesh","2020-08-24","294598.0","3941.0","1788.81","23.93"
"Bangladesh","2020-08-23","292625.0","3907.0","1776.83","23.723"
"Bangladesh","2020-08-22","290360.0","3861.0","1763.077","23.444"
"Bangladesh","2020-08-21","287959.0","3822.0","1748.498","23.207"
"Bangladesh","2020-08-20","285091.0","3781.0","1731.083","22.958"
"Bangladesh","2020-08-19","282344.0","3740.0","1714.403","22.709"
"Bangladesh","2020-08-18","279144.0","3694.0","1694.973","22.43"
"Bangladesh","2020-08-17","276549.0","3657.0","1679.216","22.205"
"Bangladesh","2020-08-16","274525.0","3625.0","1666.926","22.011"
"Bangladesh","2020-08-15","271881.0","3591.0","1650.871","21.805"
"Bangladesh","2020-08-14","269115.0","3557.0","1634.076","21.598"
"Bangladesh","2020-08-13","266498.0","3513.0","1618.186","21.331"
"Bangladesh","2020-08-12","263503.0","3471.0","1600.0","21.076"
"Bangladesh","2020-08-11","260507.0","3438.0","1581.808","20.876"
"Bangladesh","2020-08-10","257600.0","3399.0","1564.157","20.639"
"Bangladesh","2020-08-09","255113.0","3365.0","1549.056","20.432"
"Bangladesh","2020-08-08","252502.0","3333.0","1533.201","20.238"
"Bangladesh","2020-08-07","249651.0","3306.0","1515.89","20.074"
"Bangladesh","2020-08-06","246674.0","3267.0","1497.814","19.837"
"Bangladesh","2020-08-05","244020.0","3234.0","1481.698","19.637"
"Bangladesh","2020-08-04","242102.0","3184.0","1470.052","19.333"
"Bangladesh","2020-08-03","240746.0","3154.0","1461.819","19.151"
"Bangladesh","2020-08-02","239860.0","3132.0","1456.439","19.018"
"Bangladesh","2020-08-01","237661.0","3111.0","1443.086","18.89"
"Bangladesh","2020-07-31","234889.0","3083.0","1426.255","18.72"
"Bangladesh","2020-07-30","232194.0","3035.0","1409.891","18.429"
"Bangladesh","2020-07-29","229185.0","3000.0","1391.62","18.216"
"Bangladesh","2020-07-28","226225.0","2965.0","1373.647","18.004"
"Bangladesh","2020-07-27","223453.0","2928.0","1356.815","17.779"
"Bangladesh","2020-07-26","221178.0","2874.0","1343.001","17.451"
"Bangladesh","2020-07-25","218658.0","2836.0","1327.699","17.22"
"Bangladesh","2020-07-24","216110.0","2801.0","1312.228","17.008"
"Bangladesh","2020-07-23","213254.0","2751.0","1294.886","16.704"
"Bangladesh","2020-07-22","210510.0","2709.0","1278.224","16.449"
"Bangladesh","2020-07-21","207453.0","2668.0","1259.662","16.2"
"Bangladesh","2020-07-20","204525.0","2618.0","1241.883","15.897"
"Bangladesh","2020-07-19","202066.0","2581.0","1226.952","15.672"
"Bangladesh","2020-07-18","199357.0","2547.0","1210.503","15.465"
"Bangladesh","2020-07-17","196323.0","2496.0","1192.08","15.156"
"Bangladesh","2020-07-16","193590.0","2457.0","1175.486","14.919"
"Bangladesh","2020-07-15","190057.0","2424.0","1154.033","14.719"
"Bangladesh","2020-07-14","186894.0","2391.0","1134.827","14.518"
"Bangladesh","2020-07-13","183795.0","2352.0","1116.01","14.281"
"Bangladesh","2020-07-12","181129.0","2305.0","1099.822","13.996"
"Bangladesh","2020-07-11","178443.0","2275.0","1083.512","13.814"
"Bangladesh","2020-07-10","175494.0","2238.0","1065.606","13.589"
"Bangladesh","2020-07-09","172134.0","2197.0","1045.204","13.34"
"Bangladesh","2020-07-08","168645.0","2151.0","1024.019","13.061"
"Bangladesh","2020-07-07","165618.0","2096.0","1005.639","12.727"
"Bangladesh","2020-07-06","162417.0","2052.0","986.202","12.46"
"Bangladesh","2020-07-05","159679.0","1997.0","969.577","12.126"
"Bangladesh","2020-07-04","156391.0","1968.0","949.612","11.95"
"Bangladesh","2020-07-03","153277.0","1926.0","930.704","11.695"
"Bangladesh","2020-07-02","149258.0","1888.0","906.3","11.464"
"Bangladesh","2020-07-01","145483.0","1847.0","883.378","11.215"
"Bangladesh","2020-06-30","141801.0","1783.0","861.021","10.826"
"Bangladesh","2020-06-29","137787.0","1738.0","836.648","10.553"
"Bangladesh","2020-06-28","133978.0","1695.0","813.519","10.292"
"Bangladesh","2020-06-27","130474.0","1661.0","792.243","10.086"
"Bangladesh","2020-06-26","126606.0","1621.0","768.756","9.843"
"Bangladesh","2020-06-25","122660.0","1582.0","744.796","9.606"
"Bangladesh","2020-06-24","119198.0","1545.0","723.775","9.381"
"Bangladesh","2020-06-23","115786.0","1502.0","703.057","9.12"
"Bangladesh","2020-06-22","112306.0","1464.0","681.926","8.889"
"Bangladesh","2020-06-21","108775.0","1425.0","660.486","8.653"
"Bangladesh","2020-06-20","105535.0","1388.0","640.812","8.428"
"Bangladesh","2020-06-19","102292.0","1343.0","621.121","8.155"
"Bangladesh","2020-06-18","98489.0","1305.0","598.029","7.924"
"Bangladesh","2020-06-17","94481.0","1262.0","573.692","7.663"
"Bangladesh","2020-06-16","90619.0","1209.0","550.242","7.341"
"Bangladesh","2020-06-15","87520.0","1171.0","531.425","7.11"
"Bangladesh","2020-06-14","84379.0","1139.0","512.352","6.916"
"Bangladesh","2020-06-13","81523.0","1095.0","495.011","6.649"
"Bangladesh","2020-06-12","78052.0","1049.0","473.935","6.37"
"Bangladesh","2020-06-11","74865.0","1012.0","454.583","6.145"
"Bangladesh","2020-06-10","71675.0","975.0","435.213","5.92"
"Bangladesh","2020-06-09","68504.0","930.0","415.959","5.647"
"Bangladesh","2020-06-08","65769.0","888.0","399.352","5.392"
"Bangladesh","2020-06-07","63026.0","846.0","382.696","5.137"
"Bangladesh","2020-06-06","60391.0","811.0","366.696","4.924"
"Bangladesh","2020-06-05","57563.0","781.0","349.525","4.742"
"Bangladesh","2020-06-04","55140.0","746.0","334.812","4.53"
"Bangladesh","2020-06-03","52445.0","709.0","318.448","4.305"
"Bangladesh","2020-06-02","49534.0","672.0","300.772","4.08"
"Bangladesh","2020-06-01","47153.0","650.0","286.315","3.947"
"Bangladesh","2020-05-31","44608.0","610.0","270.861","3.704"
"Bangladesh","2020-05-30","42844.0","582.0","260.15","3.534"
"Bangladesh","2020-05-29","40321.0","559.0","244.831","3.394"
"Bangladesh","2020-05-28","38292.0","544.0","232.51","3.303"
"Bangladesh","2020-05-27","36751.0","522.0","223.153","3.17"
"Bangladesh","2020-05-26","35585.0","501.0","216.073","3.042"
"Bangladesh","2020-05-25","33610.0","480.0","204.081","2.915"
"Bangladesh","2020-05-24","32078.0","452.0","194.779","2.745"
"Bangladesh","2020-05-23","30205.0","432.0","183.406","2.623"
"Bangladesh","2020-05-22","28511.0","408.0","173.12","2.477"
"Bangladesh","2020-05-21","26738.0","386.0","162.354","2.344"
"Bangladesh","2020-05-20","25121.0","370.0","152.536","2.247"
"Bangladesh","2020-05-19","23870.0","349.0","144.94","2.119"
"Bangladesh","2020-05-18","22268.0","328.0","135.212","1.992"
"Bangladesh","2020-05-17","20995.0","314.0","127.482","1.907"
"Bangladesh","2020-05-16","20065.0","298.0","121.835","1.809"
"Bangladesh","2020-05-15","18863.0","283.0","114.537","1.718"
"Bangladesh","2020-05-14","17822.0","269.0","108.216","1.633"
"Bangladesh","2020-05-13","16660.0","250.0","101.16","1.518"
